car_id,title,model,price_million,description,odo,registration,origin,condition,warranty,year,version,gearbox,fuel,body_type,seats,drivetrain,horse_power,torque,engine_capacity,fuel_consumption,airbags,ground_clearance,doors,unladen_weight,gross_weight,image_folder,url
p45_s0_1774767759,Mazda2 Deluxe NHẬP THÁI 123tr nhận xe KO PS,Mazda 2,443.0,"Mazda 2 Deluxe (bản giữa) Dòng Sedan 5 chỗ có cốp rộng rãi Xe NHẬT BẢN nhập khẩu nguyên chiếc THÁI LAN 2025  Xe đẹp, êm, khung gầm cứng cáp đặc biệt tiết kiệm nhiên liệu number one phân khúc  - Hỗ trợ Ngân hàng 80-85% giá xe, thời gian vay 8 năm, lãi suất liên kết nên rất ưu đãi - Hỗ trợ hồ sơ khó, hồ sơ không chứng minh được thu nhập (chỉ cần không nợ xấu) - Vay 85% đưa trước chỉ 123tr nhận xe CAM KẾT KHÔNG PHÁT SINH, mỗi tháng gốc lãi Nh tầm 6,3tr  Trang bị của xe: - Động cơ 1.5 SkyActive tiết kiệm NL - Đèn Led - Gương chiếu hậu chỉnh điện, gập điện - Màn hình AVN, kết nối 🍎Carplay/🤖Auto - Cam lùi - Cảm biến lùi  📍𝐌𝐚𝐳𝐝𝐚 𝐂𝐌𝐓𝟖 (𝐠𝐚̂̀𝐧 𝐜𝐡𝐨̛̣ 𝐀𝐧 𝐓𝐡𝐨̛́𝐢)📍 𝐌𝐚𝐳𝐝𝐚 𝐂𝐚̂̀𝐧 𝐓𝐡𝐨̛ | 𝐓𝐫𝐚𝐧𝐠 𝐱𝐞 𝐌𝐚𝐳𝐝𝐚 𝐓𝐮̛ 𝐯𝐚̂́𝐧 𝐧𝐡𝐢𝐞̣̂𝐭 𝐭𝐢̀𝐧𝐡 - 𝐋𝐚̀𝐦 𝐯𝐢𝐞̣̂𝐜 𝐮𝐲 𝐭𝐢́𝐧",N/A,N/A,Thái Lan,Mới,Bảo hành hãng,2025,N/A,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,car_p45_s0_1774767759,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/127405772.htm
p45_s1_1774767770,Mazda 3 Sport 1.5 Hatback facelift 2018,Mazda 3,439.0,"Mazda 3 - 1.5Sport Hatback facelift sx 2018 - biển hà nội odo 7,9v km zin, chủ xe giữ gìn cực đẹp bảo dưỡng đều gầm bệ đi chắc nịch, lên nhiều đồ hud kính, cảm biến áp suất lốp, ống xả đôi, lốp mới cả dàn... vv - xe bán cam kết chất lượng bằng văn bản, check test theo chỉ định khách hàng. Giá 439",79000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2018,1.5 AT Sedan,Tự động,Xăng,Hatchback,5,FWD,112 HP @6000 RPM,144 Nm @4000 RPM,1.5,5,4,160,5,> 1 tấn,> 2 tấn,car_p45_s1_1774767770,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/130114921.htm
p45_s2_1774767784,Mazda 3 AT 2004 xe zin chất cop cc có đổi xe gl,Mazda 3,165.0,"Xe danh cho khach yeu xe zin cop xe moi don them gan 20 tr de di tet : Cần bán xe Mazda 3 số tự động 2004 xe nắp cò chưa ra máy zin êm , mọi chức năng hoặc động rất chuẩn tiếc kiệm xăng máy 1.6 cm phân khíc C bản đủ xe chạy cực kì chất : xem xe p tây nam tp hcm mới bd củ giáp ranh địa đạo củ chi : bán bao rút hồ sơ : hổ trợ ship xe và đổi các loại xe",153000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2004,N/A,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p45_s2_1774767784,https://xe.chotot.com/mua-ban-oto-huyen-dau-tieng-binh-duong/128985385.htm
p45_s3_1774767796,Mazda 6 Trắng 40000 km,Mazda 6,400.0,"Mazda 6 màu trắng, xe Nhật Bản, thiết kế sang trọng, vận hành êm ái.  - Xe 5 chỗ, hộp số tự động, dùng nhiên liệu xăng.  - Ngoại hình đẹp, nội thất tiện nghi.  - Xe sẵn sàng lăn bánh. Xe đi chuẩn 4v klm . Bao texxt dưới mọi hình thức  Xem xe hóc môn tp hcm",40000,Có,Nhật Bản,Đã sử dụng,Bảo hành hãng,2015,2.5 AT,Tự động,Xăng,Sedan,5,FWD,185 HP @5700 RPM,250 Nm @3200 RPM,2.5,6.3,2,165,4,> 1 tấn,> 2 tấn,car_p45_s3_1774767796,https://xe.chotot.com/mua-ban-oto-huyen-hoc-mon-tp-ho-chi-minh/130358796.htm
p45_s4_1774767807,Mazda 3 2020 Sport 1.5L Premium - 88000 km,Mazda 3,480.0,"Mazda 3 Sport 1.5L Premium 2020  trang bị cao cấp như nội thất da cao cấp (ghế có thông hơi, ghế lái chỉnh điện nhớ vị trí), màn hình 8.8 inch, kính lái HUD, âm thanh 12 loa Bose, điều hòa 2 vùng có cửa gió sau, camera 360, 7 túi khí, và gói an toàn chủ động i-Activsense với MRCC, SBS, cảnh báo điểm mù, hỗ trợ giữ làn đường. 🛡️ Cam kết: ✅ Không đâm đụng - Không ngập nước - Hồ sơ pháp lý chuẩn  Ace quan tâm liên hệ *** ( xem xe thương lượng trực tiếp )",88000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2020,Sport 1.5L Premium,Tự động,Xăng,Hatchback,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,> 1 tấn,> 2 tấn,car_p45_s4_1774767807,https://xe.chotot.com/mua-ban-oto-quan-1-tp-ho-chi-minh/130138201.htm
p45_s5_1774767816,Mazda CX3 Luxury 2022 Đỏ,CX-3,520.0,"MÀN HÌNH LÊN TO CHÀ BÁ: Mazda CX3 2022 Luxury, màu đỏ, NHẬP KHẨU, chạy hơn 4 vạn km. Full lịch sử bảo dưỡng hãng  💫Động cơ SkyActiv ,Lazang 18inch, đèn trước Led,hệ thống Mazda Connect với màn hình cảm ứng 7 inch, kết nối Apple Carplay và Android Auto, phanh tay điện tử và tính năng giữ phanh tự động, gương chống chói tự động, điều hòa tự động...Camera lùi, cảm biến lùi. 6 túi khí....",40000,N/A,Nước khác,Đã sử dụng,Bảo hành hãng,2022,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p45_s5_1774767816,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/130097068.htm
p45_s6_1774767830,Mazda CX-5 2.0 Deluxe 2022,CX-5,665.0,Cx5 2.0 sx 2022 deluxe  Odo 4v6 km Mời các bác xem xe Long Biên,46000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2022,Deluxe 2.0 AT,Tự động,Xăng,SUV / Cross over,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p45_s6_1774767830,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/130382825.htm
p45_s7_1774767843,Mazda 2 - 2024 - Chính chủ 43,Mazda 2,386.0,Cần Bán  Mazda 2 AT 1.5 2024 Biển 43 - Nói không với đâm đụng ngập nước - Full lịch sử hãng - Lốp sơ cua chưa hạ - Màn Androi Mec 12ing  - Flim Cách Nhiệt  - Odo 7vạn  Giá 386tr (có thương lượng) LH: *** Toàn  Xe chính chủ ra công chứng sang tên nhanh gọn,70000,N/A,Nước khác,Đã sử dụng,Bảo hành hãng,2022,GLX AT,Tự động,Xăng,Minivan (MPV),7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,> 1 tấn,> 2 tấn,car_p45_s7_1774767843,https://xe.chotot.com/mua-ban-oto-quan-lien-chieu-da-nang/130217248.htm
p45_s8_1774767848,🚘 Mazda 2 Sport Luxury 2020 - Trắng - Siêu Đẹp,Mazda 2,399.0,"🌸 𝐌𝐚𝐳𝐝𝐚 𝟐 𝟏.𝟓𝐋 𝐇𝐚𝐭𝐜𝐡𝐛𝐚𝐜𝐤 𝐒𝐩𝐨𝐫𝐭 𝐋𝐮𝐱𝐮𝐫𝐲 𝐌𝐨𝐝𝐞𝐥 𝟐𝟎𝟐𝟏 𝐒𝐢𝐞̂𝐮 Đ𝐞̣𝐩 🌸  🫐 Xe màu Trắng / Nội thất Xám - Đen 🗓️ Sản xuất :2020 ⏱️ ODO: 5v km Full Ls Hãng  ⚙️ Xe trang bị: Động cơ Skyactiv-G 1,5L, Hộp số tự động 6 cấp, Hệ thống đèn full LED, Hệ thống âm thanh 6 loa, Màn hình cảm ứng 7inch, Camera và cảm biến lùi, Đề nổ Start/Stop,…  ⚙️ Trang bị thêm: Film cách nhiệt, thảm lót sàn, Camera hành trình,…  🌸 Giá chào: 3xxTriệu  ✨ 𝐂𝐚𝐦 𝐤𝐞̂́𝐭 bằng văn bản 📝  ⚠️Không đâm đụng  🌊Không ngập nước  ⏱️Không tua km   ✅ Động Cơ, Hộp Số nguyên bản  ✅ Bảo hành 3 tháng hoặc 5.000km  ✅ Test hãng toàn quốc, Giao xe tận nơi.  🏦 𝐇𝐨̂̃ 𝐭𝐫𝐨̛̣ 𝐯𝐚𝐲 𝐧𝐠𝐚̂𝐧 𝐡𝐚̀𝐧𝐠 𝐭𝐨̂́𝐢 đ𝐚 𝟔𝟎-𝟕𝟎% 𝐯𝐨̛́𝐢 𝐥𝐚̃𝐢 𝐬𝐮𝐚̂́𝐭 𝐭𝐨̂́𝐭 𝐧𝐡𝐚̂́𝐭  📲Liên hệ ngay để nhận thêm thông tin và thật nhiều ưu đãi nhé!",50000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2020,Sport Luxury,Tự động,Xăng,Hatchback,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,> 1 tấn,> 2 tấn,car_p45_s8_1774767848,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/130142138.htm
p45_s9_1774767861,Mazda CX3 Trắng 55000 km,CX-3,485.0,"Chào bán MAZDA CX3  nhập khẩu nguyên chiếc từ thái lan tên tư nhân 1 chủ biển hà nội từ đầu cam kết xe không đâm va không ngập nước cam kết keo chỉ đinh tán nguyên zin theo nhà sản xuất cam kết máy số động cơ khung gầm nguyên bản  chạy zin 5,5 vạn kilomet ( không tua ) xe đã được trang bị thêm rất nhiều phụ kiện đồ chơi bao check bao test toàn quốc hỗ trợ bank 70% thủ tục nhanh gọn xin cảm ơn",55000,Có,Thái Lan,Đã sử dụng,Bảo hành hãng,2021,N/A,Tự động,Xăng,Hatchback,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p45_s9_1774767861,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/130526140.htm
p45_s10_1774767872,Mazda CX5 2018 xe 1 chủ 9 vạn km,CX-5,545.0,"Em chào bán Mazda CX5 2018 xanh cavansine bản 2.5 2 cầu xe rất đẹp.  Xe đăng ký tên tư nhân 1 chủ từ mới, lăn bánh 9 vạn km.  Máy zin từ nắp giàn cò, hộp số zin.  Keo chỉ , cột kèo , Đinh tán nguyên bản.  Không đâm va, không ngập nước.  Nội ngoại thất mới kính koong.  Chủ xe mới thay 1 giàn lốp michelin mới cứng Lốp sơ cua chưa một lần sử dụng.  Xe không có điểm trừ.  Bao check bên thứ ba theo yêu cầu.  Quý anh chị quan tâm thì gọi cho em để xem xe và lái thử ạ.  Caill: *** Xem xe tại Phạm Hùng- Hà Nội",91000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2018,2.5 AT AWD,Tự động,Xăng,SUV / Cross over,5,AWD,188 HP @5700 RPM,250Nm @3200 RPM,2.5,6.8,N/A,N/A,5,> 1 tấn,> 2 tấn,car_p45_s10_1774767872,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/130433527.htm
p45_s11_1774767885,Mazda 3 2022 1.5L Luxury Đỏ,Mazda 3,555.0,"Mazda 3 1.5L Luxury 2022 Đăng ký 11/2024 Odo 29,000 km Xe sử dụng gia đình, full lịch sử bảo dưỡng hãng  Trang bị: Đèn Full LED, mâm hợp kim Ghế da, ghế lái chỉnh điện Màn hình trung tâm hỗ trợ CarPlay Phanh tay điện tử, Auto Hold Điều hòa tự động 2 vùng Camera lùi, Cruise Control  Vui lòng nhắn tin qua Chợ Tốt để trao đổi chi tiết",29000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2022,1.5L Luxury,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p45_s11_1774767885,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/130388274.htm
p45_s12_1774767901,"MAZDA 6 2.5AT 2016 XE ĐẸP MÁY ZIN, 1 CHỦ MUA MỚI",Mazda 6,395.0,"MAZDA 6 2.5AT 2016 XE GIA ĐÌNH SỬ DỤNG RẤT KĨ, 1 CHỦ MUA MỚI XE ĐẸP MÁY SỐ ZIN 100%, LÊN FULL ĐỒ CHƠI, KHÔNG LỖI.  1️⃣ XE BÁN CÓ BẢO HÀNH 1 NĂM 2️⃣ ODO: 110.000 KM ( ĐẢM BẢO ĐÚNG ĐỒNG HỒ) 3️⃣ MÀU: ĐỎ 4️⃣ BAO RÚT HỒ SƠ THU HỒI BIỂN SỐ 5️⃣ BẢO DƯỠNG HÃNG ĐẦY ĐỦ ĐÚNG ĐỊNH KÌ. 6️⃣ HÌNH THỨC: XE CÁ NHÂN, 1 CHỦ MUA MỚI ⭕ CAM KẾT XE KHÔNG ĐÂM ĐỤN- KHÔNG NGẬP NƯỚC- KHÔNG PHẠT NGUỘI-KHÔNG TRANH CHẤP- THỦ TỤC PHÁP LÍ RÕ RÀNG MINH BẠCH  ✴️ Tình trạng xe: ♻️ SƠN ZIN CÒN 90% KHÔNG LÀM ĐỒNG HOẶC DẶM TUỐT, ĐÃ ĐƯỢC BÊN HÃNG ĐÃ KIỂM ĐỊNH,4 VỎ MỚI THAY. 👉 ĐỘNG CƠ: MÁY ZIN, ÓC 7 MÀU CÒN DẤU CỦA NHÀ SẢN XUẤT. ♻️ PHỤ KIỆN: GHẾ DA,LÓT SÀN, MÀN HÌNH LỚN, CAMMERA HÌNH TRÌNH, CAM TRƯỚC SAU, DÁN FIML,LÓT SÀN….RẤT TIỆN ÍT ♻️ FULL ĐỒ RẤT TIỆN LỢI KHÔNG PHÁT SINH THÊM CHI PHÍ NÀO. ♻️KHUNG GẦM ZIN CÒN RẤT MỚI  ☎ LH: CẢNH (XEM XE & THƯƠNG LƯỢNG GIÁ) 📍 ĐC: 251 Đ SỐ 5, P AN LẠC, Q BÌNH TÂN",110000,Có,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2016,2.5 AT,Tự động,Xăng,Sedan,5,FWD,185 HP @5700 RPM,250 Nm @3200 RPM,2.5,6.3,2,165,4,> 1 tấn,> 2 tấn,car_p45_s12_1774767901,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/130111189.htm
p45_s13_1774767913,Mazda CX3 2022 1.5 Xám,CX-3,444.0,"Gia đình cần bán xe Mazda CX3 1.5, Một dòng xe SUV cở nhỏ mới hiện đại nhất hiện nay , rất gọn gàng, mang lại cảm giác dễ chịu khi lái xe, Sản xuất cuối năm 2021 (nhập Thái) màu xám, bốn vỏ theo xe, máy êm, lạnh buốt, xe chính chủ ký bán nhanh trong ngày",80,N/A,Thái Lan,Đã sử dụng,Bảo hành hãng,2022,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p45_s13_1774767913,https://xe.chotot.com/mua-ban-oto-huyen-cu-chi-tp-ho-chi-minh/130028994.htm
p45_s14_1774767925,🌸 𝐌𝐚𝐳𝐝𝐚 𝐂𝐗-𝟖 𝟐.𝟓𝐀𝐓 𝐌𝐨𝐝𝐞𝐥 𝟐𝟎𝟐𝟏 𝐒𝐢𝐞̂𝐮 Đ𝐞̣𝐩 🌸,Mazda Other,719.0,"🌸 𝐌𝐚𝐳𝐝𝐚 𝐂𝐗-𝟖 𝟐.𝟓𝐀𝐓 𝐌𝐨𝐝𝐞𝐥 𝟐𝟎𝟐𝟏 𝐒𝐢𝐞̂𝐮 Đ𝐞̣𝐩 🌸  🫐 Xe màu Đen / Nội thất Đen 🗓️ Sản xuất :2020 ⏱️ ODO: 6v km Full Ls Hãng  ⚙️ Xe trang bị: Động cơ Skyactiv-G 2.5L, Hộp số tự động 6 cấp, Hệ thống đèn full LED, Mâm hợp kim 19 inch, Ghế chỉnh điện bọc da cao cấp, Điều hoà 3 vùng độc lập, Màn hình 7 inch kết nối Apple Carplay và Android Auto, 6 Loa, Cốp điện, 6 túi khí, Camera sau,….  ⚙️ Trang bị thêm: Film cách nhiệt, thảm lót sàn,…   𝐂𝐀𝐌 𝐊𝐄̂́𝐓:  🧑‍🔧 Không đâm đụng 💧 Không ngập nước  ⏱️ Không tua Km  💵 Giá: 719 Triệu _____________________________ 𝐀𝐔𝐓𝐎 𝟗𝐗—𝐗𝐄 𝐋𝐔̛𝐎̛́𝐓 𝐕𝐈𝐄̣̂𝐓 𝐍𝐀𝐌  Đ/c: 792 Nguyễn Thị Định, P.Cát Lái, Tp.HCM (Quận 2 cũ) 📲: ***",60000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2020,N/A,Tự động,Xăng,SUV / Cross over,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p45_s14_1774767925,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/130310135.htm
p45_s15_1774767936,🌸 𝐌𝐚𝐳𝐝𝐚 𝟐 𝟏.𝟓𝐋 𝐇𝐚𝐭𝐜𝐡𝐛𝐚𝐜𝐤 𝐒𝐩𝐨𝐫𝐭 𝐋𝐮𝐱𝐮𝐫𝐲 🌸,Mazda Other,399.0,"🌸 𝐌𝐚𝐳𝐝𝐚 𝟐 𝟏.𝟓𝐋 𝐇𝐚𝐭𝐜𝐡𝐛𝐚𝐜𝐤 𝐒𝐩𝐨𝐫𝐭 𝐋𝐮𝐱𝐮𝐫𝐲 𝐌𝐨𝐝𝐞𝐥 𝟐𝟎𝟐𝟏 𝐒𝐢𝐞̂𝐮 Đ𝐞̣𝐩 🌸  🫐 Xe màu Trắng / Nội thất Xám - Đen 🗓️ Sản xuất :2020 ⏱️ ODO: 5v km Full Ls Hãng  ⚙️ Xe trang bị: Động cơ Skyactiv-G 1,5L, Hộp số tự động 6 cấp, Hệ thống đèn full LED, Hệ thống âm thanh 6 loa, Màn hình cảm ứng 7inch, Camera và cảm biến lùi, Đề nổ Start/Stop,…  ⚙️ Trang bị thêm: Film cách nhiệt, thảm lót sàn, Camera hành trình,…   𝐂𝐀𝐌 𝐊𝐄̂́𝐓:  🧑‍🔧 Không đâm đụng 💧 Không ngập nước  ⏱️ Không tua Km  💵 Giá: 399 Triệu _____________________________ 𝐀𝐔𝐓𝐎 𝟗𝐗—𝐗𝐄 𝐋𝐔̛𝐎̛́𝐓 𝐕𝐈𝐄̣̂𝐓 𝐍𝐀𝐌  Đ/c: 792 Nguyễn Thị Định, P.Cát Lái, Tp.HCM (Quận 2 cũ) 📲: ***",50000,Có,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2020,Sport Luxury,Tự động,Xăng,Hatchback,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,> 1 tấn,> 2 tấn,car_p45_s15_1774767936,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/130061795.htm
p45_s16_1774767948,Mazda BT 50 2021 AT Luxury 4x2 - 76000 km,Mazda Other,438.0,Xe nhà sử dụng cần bán MAZDA BT50 gầm mái cực êm nội thất đẹp vỏ đẹp bao xe không đâm đụng ngập nước xe zin 95% anh chị em có nhu cầu xin liên hệ,76000,N/A,Thái Lan,Đã sử dụng,Bảo hành hãng,2021,AT Luxury 4x2,Tự động,Dầu,SUV / Cross over,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,> 1 tấn,> 2 tấn,car_p45_s16_1774767948,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/124340506.htm
p45_s17_1774767959,Mazda 3 1.5 2025 - Xe cá nhân 1 chủ lướt 4.500 km,Mazda 3,616.0,"💥💥Mazda 3 1.5 Luxury Sx 2025 - Xe cá nhân 1 chủ siêu lướt không khách gì xe mới🔥🔥 🔹Sản xuất: 2025 🔹Odo: 4.500 km (sai tặng xe) 🔹Màu xe: Xanh cavansite 👉Trang bị: Động cơ 1.5L 111 mã lực, Hộp số tự động 6 cấp, vô lăng bọc da 3 chấu tích hợp lẩy chuyển số, điều hòa tự động có cửa gió hàng ghế sau,…  ✅️Đảm bảo ko đâm đụng, ngập nước. 👍 ✅️Bao test hãng 💯 ✅️Bao bank, duyệt hồ sơ trong ngày 💨 🎁 Tặng gói chăm sóc xe và phủ Ceramic cao cấp 🔥 🏦 Ngân hàng hỗ trợ 70% 💰 Giá chỉ : 616tr VND  🔸 Hotline - Inbox Zalo  📞 : ***(Duy Phương #kingdom_auto) ----------------------------------- 🏨𝐊𝐈𝐍𝐆𝐃𝐎𝐌 𝐀𝐔𝐓𝐎 👨‍💻 Website: *** 📍53 đường số 85, Phường. Tân Hưng, Tphcm. (Gần Lotte Mart Quận 7 cũ) #Kingdom_Auto",4500,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2025,1.5L Luxury,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p45_s17_1774767959,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/130482427.htm
p45_s18_1774767971,Mazda 3 2025 1.5 Luxury 10.000km,Mazda 3,639.0,"Mazda 3 1.5 Luxury sx 2025 . Lướt 10.000km xe mới lắm . Sơn zin cao - Xe đã độ thêm cam 360 , áp suất lốp , cam hành trình trước sau , thảm sàn 6D .... Check thoải mái lỗi trả phí check xem xe tại hà nội",15000,N/A,Nước khác,Đã sử dụng,Bảo hành hãng,2025,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p45_s18_1774767971,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/130365383.htm
p45_s19_1774767980,Mazda CX-30 2024 2.0 Premium 3500 km,CX-30,715.0,Cx30 2.0 Premium 2024 siêu lướt 3500km Xe và biển ở SG,3500,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2024,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p45_s19_1774767980,https://xe.chotot.com/mua-ban-quan-binh-thanh-tp-ho-chi-minh/130513326.htm
p46_s0_1774768001,Mazda CX 5 2018 2.0 AT - 7600 km Mới Nhất Việt Nam,Mazda Other,640.0,CX5 2.0 Sản Xuất 2018 Một Chủ  ODO. 7600km Siêu Lướt Sơn Rin 100% 5 Vỏ rin Theo Như Mới  Giá 6xx Anh chị em q.tâm lh Tân  ☎️ ***. ***.,7600,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2018,2.0 AT,Tự động,Xăng,SUV / Cross over,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p46_s0_1774768001,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/130192844.htm
p46_s1_1774768013,New Mazda CX5 2025 thương lượng + ưu đãi,CX-5,696.0,"💥 Mazda CX-5 không chỉ là một chiếc SUV, mà là người bạn đồng hành lý tưởng cho mọi chuyến đi. Với thiết kế mạnh mẽ, thể thao và tinh tế, CX-5 mang đến cho bạn sự tự tin trong mọi hành trình, dù là đường dài hay đường phố đô thị.  👉Cơ hội sở hữu New Mazda CX-5 nhận ngay ưu đãi cực hấp dẫn từ Mazda trong tháng với mức giá CHỈ TỪ 696 TRIỆU ĐỒNG* - New Mazda CX5 Deluxe: 696TR - New Mazda CX5 Luxury: 746TR - New Mazda CX5 Premium Active: 781TR - New Mazda CX5 Premium Sport: 806TR - New Mazda CX5 Premium Exclusive: 828TR  ✅ Ưu đãi trả sau lên đến 80% giá trị xe! ✅ Thủ tục đơn giản, nhanh chóng  ✅ Bảo hành 5 năm hoặc 150,000 km  ✅ Xe có sẵn, giao ngay!  ➡️Đặt hẹn lái thử, lái thử tại nhà hoàn toàn miễn phí ________________________ - Hỗ trợ vay 85% giá trị xe - Hỗ trợ trả góp lãi suất ưu đãi - Hỗ trợ mọi thủ tục đăng kí xe",N/A,N/A,Hàn Quốc,Mới,Bảo hành hãng,2025,N/A,Tự động,Xăng,SUV / Cross over,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,car_p46_s1_1774768013,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/129062469.htm
p46_s2_1774768029,2021 1.5 Luxury - 23000 km 1 chủ từ đầu,Mazda Other,415.0,"Mazda 2 phiên bản 1.5 Luxury, sản xuất năm 2021, màu trắng tinh khôi. Xe 4 chỗ ngồi, phù hợp cho gia đình nhỏ hoặc di chuyển trong thành phố. Đây là một lựa chọn tuyệt vời cho những ai tìm kiếm một chiếc xe nhỏ gọn, phong cách và tiết kiệm nhiên liệu.  ✨ Xe được trang bị nhiều tính năng hiện đại, mang lại trải nghiệm lái xe thoải mái và an toàn:  * Ngoại thất màu trắng sang trọng, không tì vết. * Nội thất rộng rãi, thiết kế tinh tế. * Động cơ 1.5L mạnh mẽ, vận hành êm ái và tiết kiệm nhiên liệu. * Hộp số tự động mượt mà, dễ dàng điều khiển. * Hệ thống giải trí đa phương tiện, kết nối Bluetooth, USB. * Hệ thống an toàn đầy đủ: ABS, EBD, BA, cân bằng điện tử, hỗ trợ khởi hành ngang dốc. * Xe ít sử dụng, bảo dưỡng định kỳ. * Phù hợp cho cả nam và nữ, dễ dàng di chuyển trong phố. * Xe chính chủ, giấy tờ đầy đủ, sang tên nhanh chóng. * Kiểu dáng trẻ trung, năng động, thu hút mọi ánh nhìn.  Xe Mazda 2 1.5 Luxury 2021 là sự kết hợp hoàn hảo giữa thiết kế đẹp mắt, tính năng hiện đại và khả năng vận hành linh hoạt. Đây là một lựa chọn đáng cân nhắc cho những ai đang tìm kiếm một chiếc xe đô thị chất lượng.",23000,N/A,Thái Lan,Đã sử dụng,Bảo hành hãng,2021,1.5 Luxury,Tự động,Xăng,Hatchback,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p46_s2_1774768029,https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/130161826.htm
