car_id,model,version_extracted,year,price_million,odo,gearbox,fuel,body_type_clean,origin_clean,exterior_color,is_single_owner,seats_clean,engine_capacity,drivetrain_clean,airbags_clean,image_folder,description
p48_s9_1774768593,Mazda 3,1.5 AT Sedan,2017,379.0,114000.0,Tự động,Xăng,Sedan,Khác,Đỏ,True,5,1.5,FWD,2,car_p48_s9_1774768593,"Mazda 3 1.5L AT sedan Xe sử dụng cá nhân đúng 1 chủ từ đầu mới mua đến nay, ko đâm đụng ngập nước, xe có dặm tút do trầy xước, bảo dưỡng chính hãng suốt từ lúc mua mới, trang bị thêm film cách nhiệt, áp suất lốp vs cảnh váo điểm mù tích hợp màn hình, dán bảo về sơn PDf quý khqchd có nhu cầu mua xe vui lòng gọi trực tiếp ạh"
p77_s14_1776278442,Mazda Other,3.7 AT 4WD,2012,310.0,140000.0,Tự động,Xăng,SUV / Cross over,Nhật Bản,Khác,True,7,2.0,AWD,2,car_p77_s14_1776278442,- Xe chính chủ sang tên nhanh - Xe bão dưỡng định kỳ - Xe gia đình đi
p40_s13_1774766832,Mazda 3,1.5L Luxury,2022,535.0,40000.0,Tự động,Xăng,Sedan,Việt Nam,Cam,False,5,1.5,FWD,6,car_p40_s13_1774766832,"Mazda 3 Luxury 2022 đẹp long lanh. odo 4v chuẩn, gốc Daklak, full lịch sử hãng. Cam kết ko đâm đụng ngập nước, bao check hãng hoặc bên thứ 3 bất kỳ Hỗ trợ bank 70 giá trị xe xem xe Buôn Ma Thuột, Daklak."
p21_s11_1774760746,Mazda 3,1.5,2018,405.0,95000.0,Tự động,Xăng,Sedan,Khác,Trắng,False,5,1.5,FWD,6,car_p21_s11_1774760746,"Em bán Mazda3 1.5 2018 ---- XE ĐƯỢC CAM KẾT ---- Không tai nạn,khung sườn sắt xi nguyên bản Không ngập nước thuỷ kích Động cơ nguyên , hộp số zin Hỗ trợ check test bất cứ đâu khách hàng chỉ định"
p15_s18_1776269855,Mazda 3,Deluxe,2022,505.0,70000.0,Tự động,Xăng,Sedan,Khác,Vàng,False,5,2.0,FWD,6,car_p15_s18_1776269855,"MAZDA 3 2022 - Lựa chọn hoàn hảo Odo chuẩn 7vạn Phiên bản Deluxe Tình trạng xe hiện tại Xe zin từ máy móc đến gầm bệ, nội - ngoại thất sạch đẹp. Trang bị hiện đại - Start/Stop tiện lợi - Đàm thoại rảnh tay - Gương kính chỉnh điện - Điều hòa auto - Hệ thống an toàn tiêu chuẩn - Vô vàng các option Chủ cũ đã trang bị thêm dán film, cam hành trình, camera 360,...vv Cam kết uy tín - Không đâm đụng, không thủy kích - Bảo hành 1 năm bao quay đầu Giá ưu đãi Chỉ từ 505tr bao rút hs gốc Có hỗ trợ sang tên xem xe trực tiếp liên hệ hotline Nhanh tay, xe đẹp không chờ lâu"
p37_s0_1776273350,Mazda 3,AT,2017,405.0,47000.0,Tự động,Xăng,Hatchback,Khác,Trắng,True,5,2.0,FWD,6,car_p37_s0_1776273350,"Loại xe MAZDA 3 HB FL Hộp số Số tự động Năm sản xuất 2017 1 chủ Màu Trắng Nội thất Đen ghế da zin theo xe Biển số 51G-418.47 Số km 47.000km full lịch sử hãng Phụ kiện lắp thêm Dán phim, thảm lót sàn, 4 lốp michelin, camera hành trình, cảm biến áp suất lốp. Pháp lý xe Cá nhân. Tình trạng xe Nội ngoại thất hoàn hảo, sạch sẽ. Cam kết Không cấn đụng, không ngập nước, không tua odo, không phạt nguội hay tranh chấp. Đăng kiểm 05/2026"
p5_s7_1774727099,CX-5,2.0 AT,2015,439.0,86000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Đen,False,5,2.0,FWD,6,car_p5_s7_1774727099,"𝐌𝐚𝐳𝐝𝐚 𝐂𝐗𝟓 𝟐.𝟎𝐋 𝐀𝐖𝐃 𝟐𝟎𝟏𝟓 Đ𝐨𝐧𝐠 𝐜𝐨 Xăng 2.0L, 155HP 𝐇𝐨𝐩 𝐬𝐨 Số tự động 𝐌𝐚𝐮 𝐱𝐞 Đen - nội thất đen 𝐒𝐚𝐧 𝐱𝐮𝐚𝐭 Việt Nam 𝐗𝐞 đ𝐮𝐨𝐜 𝐭𝐫𝐚𝐧𝐠 𝐛𝐢 Xe trang bị đề nút nhấn, cam 360, ga tự động, cam hành trình, đầu DVD Zestech thông minh, ghế da cao cấp, phim cách nhiệt cao cấp, báo áp suất lốp, bệ bước chân, đèn full led, cửa sổ trời... các công nghệ an toàn ABS, EBD, cân bằng xe, kiểm soát lực kéo, hỗ trợ khởi hành ngang dốc,...hàng đầu theo tiêu chuẩn an toàn quốc tế. 𝐓𝐢𝐧𝐡 𝐭𝐫𝐚𝐧𝐠 𝐱𝐞 Chủ xe nữ ít đi, động cơ hộp số zin mượt mà, ngoại thất và nội thất còn mới, mới thay 4 lốp mới đi Tết, 5 chỗ rộng rãi, siêu đầm chắc, chạy cực mạnh. Xe bảo hiểm mới mua, đăng kiểm đường bộ full đến 2027, khách mua về chỉ cần đổ xăng và chạy. 𝐂𝐚𝐦 𝐤𝐞𝐭 𝐤𝐡𝐨𝐧𝐠 𝐭𝐚𝐢 𝐧𝐚𝐧, 𝐧𝐠𝐚𝐩 𝐧𝐮𝐨𝐜, 𝐭𝐮𝐚 đ𝐨𝐧𝐠 𝐡𝐨 Đ𝐨𝐧𝐠 𝐜𝐨, 𝐡𝐨𝐩 𝐬𝐨 𝐜𝐡𝐮𝐚 𝐛𝐮𝐧𝐠, 𝐛𝐚𝐨 𝐡𝐚𝐧𝐡 𝟓𝟎𝟎𝟎𝐤𝐦 𝐡𝐨𝐚𝐜 𝟔 𝐭𝐡𝐚𝐧𝐠 𝐁𝐚𝐨 𝐭𝐞𝐬𝐭 𝐡𝐚𝐧𝐠, 𝐠𝐢𝐚𝐨 𝐱𝐞 𝐭𝐨𝐚𝐧 𝐪𝐮𝐨𝐜 𝐓𝐡𝐮 𝐦𝐮𝐚 đ𝐚 𝐝𝐚𝐧𝐠 𝐭𝐚𝐭 𝐜𝐚 𝐜𝐚𝐜 𝐝𝐨𝐧𝐠 𝐱𝐞 𝐜𝐮 𝐠𝐢𝐚 𝐜𝐚𝐨"
p72_s9_1776277490,Mazda 3,1.5 AT Hatchback,2016,342.0,70000.0,Tự động,Xăng,Hatchback,Khác,Khác,True,5,1.5,FWD,2,car_p72_s9_1776277490,"Bán hoặc gluu xe Mazda 3 model 2016 1 chủ Hp cực đẹp chạy 7v km như mới,xe cực kỳ ít đi,công chức sử dụng đi loanh quanh nội thành,bao check test cho ae thoải mái,ko đâm đụng,ko ngập nước,e bán 342tr bao rút hồ sơ, ra lộc cho ae thiện chí alo"
p2_s19_1776267817,Mazda 3,2.0 AT,2017,419.0,56218.0,Tự động,Xăng,Sedan,Việt Nam,Cam,True,5,2.0,FWD,6,car_p2_s19_1776267817,"MAZDA 3 2.0 2017 FORM ĐẸP, OPTION ĐẦY ĐỦ, XE GIỮ KỸ xe sản xuất 2017 odo 56.000km một chủ mua mới từ đầu Động cơ 2.0 mạnh mẽ, số tự động Trang bị đầy đủ cửa sổ trời, ghế da, màn hình, camera lùi, cruise control, đề nổ Start/Stop Nội ngoại thất còn rất đẹp Máy móc zin, khung gầm chắc chắn Odo chuẩn, lịch sử bảo dưỡng đầy đủ Xe không đâm đụng, không ngập nước Mazda 3 2017 bản 2.0 phù hợp cho anh chị cần một chiếc sedan đẹp, lái sướng, nhiều option nhưng giá cực hợp lý. Giá bán 4.1.9 triệu thương lượng trực tiếp Liên hệ xem xe và chạy thử ngay Có hỗ trợ sang tên, ngân hàng và nhận trao đổi xe bù trừ hợ"
p9_s8_1776268829,CX-5,2.0 Premium,2023,768.0,21000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Trắng,True,5,2.0,FWD,6,car_p9_s8_1776268829,"Mazda CX5 Premium 2.0 AT Sản xuất 2023 Form mới Odo 2.1 vạn km zin, full Lịch sử bảo dưỡng đầy đủ Biển Tỉnh, tên cá nhân một chủ từ đầu, đã lên 1 số đồ chơi cần thiết vv Cam kết xe không đâm va, không ngập nước, không phạt nguội, pháp lý xe minh bạch đầy đủ điều kiện sang tên. Quý khách vui lòng liên hệ Ecoauto SURE để biết thêm thông tin và giá ưu đãi nhất."
p2_s16_1776267789,Mazda 6,AT,2014,360.0,130000.0,Tự động,Xăng,Sedan,Khác,Xám,False,5,2.0,FWD,6,car_p2_s16_1776267789,"Mazda 6 2014 AT xịn Odo 13 vạn xịn Giá bán 3xx triệu Xe xịn, máy móc - hộp số - keo chỉ rin Đã lên camera 360, màn hình, ghế chỉnh điện, ghế da Liên hệ em Hoàng Xem xe tại 84 Phạm Hùng, Hoà Xuân, Đà Nẵng Phúc Vân Auto cam kết xe không lỗi - Bảo hành máy móc hộp số 1 năm"
p46_s8_1774768099,Mazda Other,2.5 AT AWD,2017,470.0,97000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Hồng,False,5,2.5,AWD,2,car_p46_s8_1774768099,"MAZDA CX5 2017 BẢN FUII 2.5. Dòng xe sang trọng đẳng cấp. Tít kiệm nguyên liệu bền Bỉ. Khung gầm chắc chắn, cứng cáp Máy móc nguyên zin êm ái Bán bảo hành máy 12 tháng. Khi mua xe Bao rút hồ sơ gốc Bao Ship xe tận nhà Hoa hồng cao cho Quý anh/chị giới thiệu HOẶC GIAO LƯU TRAO ĐỔI CÁC LOẠI XE CỦ. XE MÁY ĐỔI ÔTÔ. . 25 ĐƯỜNG ĐÔNG BẮC PHƯỜNG TÂN CHÁNH HIỆP QUẬN 12. TP.HCM"
p30_s8_1774764705,CX-3,3.0,2024,529.0,23000.0,Tự động,Xăng,SUV,Khác,Đỏ,False,5,3.0,FWD,6,car_p30_s8_1774764705,"Mazda CX3 2024 Odo 23.000 ĐKLD T1/2025 Cam kết Odo chuẩn, k đâm đụng, k ngập nước, k đại tu động cơ hộp số, odo chuẩn Giá 529tr Thy"
p19_s6_1774760241,Mazda 3,Sport 1.5L Premium,2020,539.0,60000.0,Tự động,Xăng,Hatchback,Việt Nam,Trắng,False,5,1.5,FWD,6,car_p19_s6_1774760241,"Em Cần Bán Mazda 3 2020 1.5Sport Premium Trắng biển hà nội , xe đẹp không lỗi nhỏ , odo 6 vạn km zin , bảo dưỡng full hãng , nội thất mới tinh , gầm bệ nguyên bản , lốp zin cả dàn , sơn zin 99 , xe không có con thứ 2 mới hơm Bản full kịch option - Xe bán cam kết bằng văn bản - máy móc zin - xe không tai nạn - xe không ngập nước - cột kèo keo chỉ nguyên bản - kilomet zin không tua - Bao check test hãng hoặc gara toàn quốc - Xe bán có hỗ trợ trả góp tối đa - Xe bán có hỗ trợ rút hồ sơ gốc - Xe bán có nhận đổi các xe cũ giá cao Anh em quan tâm liên hệ Hotline - Kiên Xe Tốt Đc 88 Vũ Đức Thận - Long Biên - Hà Nội"
p49_s19_1774768951,Mazda 3,1.5L Premium,2019,448.0,100000.0,Tự động,Xăng,Sedan,Khác,Đỏ,True,5,1.5,FWD,6,car_p49_s19_1774768951,"Mazda 3 2019 1.5AT chạy 10 vạn km một chủ sử dụng từ mới. Bảo dưỡng full tại hãng. Xe không đâm, không ngập"
p47_s3_1774768272,CX-8,Premium,2023,935.0,20500.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Vàng,True,7,2.0,FWD,6,car_p47_s3_1774768272,"Mazda CX-8 Premium sản xuất tháng 08/2023 màu vàng cát. - Xe đi 20.500 km, bảo dưỡng hãng đầy đủ. - Nội thất da Nappa mới, đã gắn áp suất lốp. - Xe một chủ giữ gìn cẩn thận, không đâm đụng, không ngập nước. - Xe tại Quận Bình Thạnh, TP.HCM."
p20_s2_1774760441,Mazda 6,Unknown,2018,480.0,100000.0,Tự động,Động cơ Hybrid,Sedan,Khác,Đen,False,5,2.0,FWD,6,car_p20_s2_1774760441,Cần bán xe maxda X6 đời 2018 Xe chạy gd rất kỹ Mới thay bánh mới Giá 480tr
p76_s13_1776278278,Mazda 3,1.5 AT Sedan,2016,365.0,69000.0,Tự động,Xăng,Sedan,Việt Nam,Khác,True,5,1.5,FWD,2,car_p76_s13_1776278278,"Cần bán mazda 3 2016 odo 69000km ko lỗi nhỏ, 1 chủ từ đầu xem xe thích ngay , ace lh em xem xe thương lượng"
p74_s5_1776277860,Mazda Other,Deluxe,2020,720.0,35000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Khác,True,7,2.0,FWD,6,car_p74_s5_1776277860,"-Mazda CX8 Deluxe, sx 2020 đăng ký lần đầu 2021 , -Odo 35.000 km , 1 chủ mua mới -Giá 720 triệu -tặng bảo hiểm thân vỏ -Lịch sử Bảo dưỡng Full Hãng , máy móc keo chỉ nguyên bản , không tai nạn , không ngập nước , không thuỷ kích Bảo hành động cơ hôp số Bank hỗ trợ vay tối đa 75 giá trị xe - Lh để trực tiếp xem xe"
p33_s13_1774765423,Mazda 6,Premium,2020,650.0,42000.0,Tự động,Xăng,Sedan,Thái Lan,Trắng,True,5,2.0,FWD,6,car_p33_s13_1774765423,"Tôi Chính Chủ bán lại Mazda 6 màu trắng, bản cao cấp nhất xe 5 chỗ, động cơ xăng, số tự động. Chỉ làm Hãng Mazda - Thiết kế sang trọng, nội thất rộng rãi. - Vận hành êm ái, tiết kiệm nhiên liệu."
p67_s2_1776276786,BT-50,3.2L 4x4 AT,2014,295.0,159000.0,Tự động,Dầu,Pick-up (bán tải),Khác,Đỏ,False,5,2.0,FWD,6,car_p67_s2_1776276786,"Mazda BT-50 màu đỏ, bản 3.2 full 2 cầu 2014 xe bán tải , nội thất đẹp , startop , màn hình , loa sub , ghế trần nỉ đẹp full , máy zil khoẻ k lỗi lầm bảo dưỡng địh kỳ - 5 chỗ ngồi, số tự động, dùng nhiên liệu dầu. - Thiết kế thể thao, nội thất rộng rãi. - Phù hợp đi công trường, đi gia đình."
p47_s13_1774768383,CX-5,Deluxe 2.0 AT,2021,669.0,50000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Trắng,True,5,2.0,FWD,6,car_p47_s13_1774768383,"Tiếp tục về hàng hot Mazda CX5 2.0 AT Deluxe sx 2021 - xe 1 chủ từ mới biển Hà Nội, odo 5 vạn km zin, nội ngoại thất nét căng, lốp vẫn còn theo xe sơ cua chưa hạ. - cam kết chất lượng xe bằng văn bản, check test đâu cũng được. Giá 669 tr. Đc Nghĩa Đô, Hà Nội."
p44_s19_1774767731,Mazda 2,Sport 1.5 Premium,2021,425.0,43000.0,Tự động,Xăng,Hatchback,Thái Lan,Đen,False,5,1.5,FWD,6,car_p44_s19_1774767731,"Mazda 2 Premium hatback 2021 - Màu đỏ - Nhập Thái Mới odo 4 vạn - xe như mới Vì là bản cao nhất nên có đầy đủ tính năng an toàn chỉ có trên bản Premium - Màn hình HUD lái - Hệ thống cảnh báo điểm mù - Hệ thống cảnh báo phương tiện cắt ngang - Hê thống cảnh báo lệch làn đường - Hệ thống hổ trợ phanh thông minh - Hệ thống nhắc nhở người lái nghỉ ngơi Chất xe mới 99 Tất cả các chi tiết nội ngoại thất như mới, rất yêu thương và giữ gìn xe, cam kết check hãng bất kỳ tuỳ chọn. - Bảo trì bảo dưỡng định kỳ tại hãng. Full lịch sử hãng - xe mới mua bh 2 chiều tới 07/2026 Option đã lắp Đã Phủ gầm chống rỉ sét full gầm xe Thảm 6D full xe Áp suất lốp cho xe Bọc da tapi cửa hạn chế trầy xướt cho xe. Cam ket tinh trang hoan hao, Bao soi roi duoi moi hinh thuc, bao check hang bat ky Khuyen khich khach moi tho xin đen ho tro xem xe hoac đua vao hang Mazda bat ky check"
p6_s9_1776268398,Mazda 3,1.5L Sport Premium,2022,530.0,19000.0,Tự động,Xăng,Hatchback,Việt Nam,Trắng,True,5,1.5,FWD,6,car_p6_s9_1776268398,"M3 2022 SPORT PREMIUM Đã đi 19.000km , một chủ Không đâm đụng thủy kính, máy số zin, chạy sướng lắm Giá 530 thương lượng"
p40_s17_1776273492,Mazda 3,1.5L Sport Premium,2022,579.0,36000.0,Tự động,Xăng,Hatchback,Khác,Khác,False,5,1.5,FWD,6,car_p40_s17_1776273492,"MAZDA 3 SPORT PREMIUM 2022 Hatchback phân khúc C, bản cao cấp nhất ODO 36.000 km Chuẩn, bảo dưỡng hãng Tình trạng Xe gia đình, sơn zin nguyên bản Giá bán 579 Triệu Còn TL Xem xe tại TP. HCM Liên hệ"
p70_s3_1776277039,CX-5,2.0 Premium,2023,755.0,22000.0,Tự động,Dầu,SUV / Cross over,Khác,Trắng,True,5,2.0,FWD,6,car_p70_s3_1776277039,"CX5-2.0Premium active- chính chủ cực kỳ giữ xe ở hà nội-màu trắng-đúng km 2v3-Sx10/2023 - xe còn rất mới,còn bảo hành tại hãng có l/sử, đã thay bộ lốp michelin , thảm trải sàn da nappa, mua đồ trị giá hơn 30tri, mong muốn bán cho người dùng quý xe 755tri có bớt tiền rút hồ sơ và ra lộc chủ mới"
p36_s4_1776273188,Mazda 3,2.0 AT Sedan,2015,360.0,88000.0,Tự động,Xăng,Sedan,Khác,Trắng,False,5,2.0,FWD,2,car_p36_s4_1776273188,"Mazda 3 2.0 sx 2015 lăn bánh 88 ngàn Km, nội thất da zin theo xe còn rất đẹp, Sơn zin 90, mới thay 4 vỏ michelin, bảo dưỡng rất kỹ Giá 3xx OPTION theo xe đèn pha Full led, hệ thống rửa đèn pha, đèn gầm Led, Hud Kính hiển thị tốc độ trên kính chắn gió,"
p16_s4_1776269908,Mazda 6,2.0,2014,360.0,130000.0,Tự động,Xăng,Sedan,Nhật Bản,Cam,True,6,2.0,FWD,6,car_p16_s4_1776269908,"Xe gia đình một chủ từ đầu cần bán Mazda 6 2.0 tiết kiệm nhiên liệu một chủ từ mới ODO 13v km full bảo dưỡng hãng Phụ kiện màn hình adroi, camera 360 Cam kết máy số rin, không đâm va, không ngập, chuẩn km, sai tặng xe Xem xe 84 Phạm Hùng, Hoà Xuân, Đà Nẵng"
p77_s5_1776278377,Mazda 3,1.5 AT Hatchback,2016,360.0,120000.0,Tự động,Xăng,Hatchback,Việt Nam,Trắng,True,5,1.5,FWD,2,car_p77_s5_1776278377,"mình cần bán xe md3 hacthback trắng như hình xe gia đình chính chủ,ko đâm đụng ngập nước,máy móc nguyên bản,bảo dưỡng đầy đủ..xem xe ở Sài Gòn Bình Thạnh"
p74_s9_1776277901,Mazda 3,1.5L Deluxe,2020,495.0,70000.0,Tự động,Xăng,Sedan,Việt Nam,Trắng,False,5,1.5,FWD,6,car_p74_s9_1776277901,mazda3 mẫu mới nhất sản xuất 2020 đăng kí 2021 chất xe cực đẹp. em cam kết văn bản máy số keo chỉ nguyên zin 100. màu trắng pha lê sáng loáng. xe ở ngoài còn đẹp hơn trong hình. nội thất da / trần 3d Đã nâng cấp dàn âm thanh nghe nhạc cực trong trẻo
p60_s17_1776275877,Mazda 3,1.5 AT,2017,385.0,76000.0,Tự động,Xăng,Hatchback,Việt Nam,Xanh,False,5,1.5,FWD,6,car_p60_s17_1776275877,"Em bán Mazda3 1.5 FL 2017 ---- XE ĐƯỢC CAM KẾT ---- Không tai nạn,khung sườn sắt xi nguyên bản Không ngập nước thuỷ kích Động cơ nguyên , hộp số zin Hỗ trợ check test bất cứ đâu khách chỉ định"
p60_s12_1776275856,CX-5,2.0 AT,2016,468.0,126000.0,Tự động,Xăng,SUV / Cross over,Nhật Bản,Cam,True,5,2.0,FWD,6,car_p60_s12_1776275856,Gia đình em cần tiền bán gấp chiếc xe CX5 bản ful 2.0 cửa nóc ghế điện mẩu mới. Xe rin 100 cam kết không cấn đụng không ngập nước giá rẻ cho anh chị em mua nhanh sài tết. Xe về chỉ đổ xăng là đi. Xe còn mới lắm luôn. Chính chủ em ký bán hoặc ký uỷ quyền. Bao ký rút hồ sơ. Em bán nhanh có thương lượng lộc lá xíu cho ai mua bán mau lẹ vui vẻ nhiệt tình dễ thương. Cảm ơn anh chị đã xem tin
p25_s4_1776271611,Mazda 6,Mazda 6 2.5L Premium,2019,515.0,69000.0,Tự động,Xăng,Sedan,Việt Nam,Khác,False,5,2.5,FWD,6,car_p25_s4_1776271611,"MAZDA6 2019 Premium Odo 7 vạn km, lốp dày Chủ đi giữ gìn, nội thất rất mới Bản full 2.5L động cơ SkyActiv mạnh mẽ, tiết kiệm nhiên liệu Nội thất ghế da Nappa, trần da lộn, cửa sổ trời, kính hiển thị HUD, rèm che nắng tự động, phanh tay điện tử, loa Bose, nhiều chi tiết mạ crom cao cấp Mâm hợp kim 19inch Đèn led thông minh thích ứng, cảm biến quanh xe Cảnh báo điểm mù, lệch làn, phương tiện cắt ngang... Quý khách quan tâm xin lh Xem xe tại 172 Hà Bồng, Hoà Xuân, tp Đà Nẵng"
p27_s15_1774764036,Mazda Other,Deluxe,2020,719.0,62000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Đen,False,7,2.0,FWD,6,car_p27_s15_1774764036,"𝐌𝐚𝐳𝐝𝐚 𝐂𝐗-𝟖 𝟐.𝟓𝐀𝐓 𝐌𝐨𝐝𝐞𝐥 𝟐𝟎𝟐𝟏 𝐒𝐢𝐞𝐮 Đ𝐞𝐩 Xe màu Đen / Nội thất Đen Sản xuất 2020 ODO 6v km Full Ls Hãng Xe trang bị Động cơ Skyactiv-G 2.5L, Hộp số tự động 6 cấp, Hệ thống đèn full LED, Mâm hợp kim 19 inch, Ghế chỉnh điện bọc da cao cấp, Điều hoà 3 vùng độc lập, Màn hình 7 inch kết nối Apple Carplay và Android Auto, 6 Loa, Cốp điện, 6 túi khí, Camera sau,. Trang bị thêm Film cách nhiệt, thảm lót sàn, 𝐂𝐀𝐌 𝐊𝐄𝐓 Không đâm đụng Không ngập nước Không tua Km"
p30_s2_1776272408,Mazda Other,2.0 Premium,2023,749.0,39000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Khác,False,5,2.0,FWD,6,car_p30_s2_1776272408,Trao đổi ôtô xăng lấy điện giảm giá đến 120Tr Mazda Cx5 máy 2.0 premium cao nhất 2023 dòng xe quá là nổi tiếng về cảm giác lái mẫu mã đẹp dễ sài dễ vận hành bền làmh tiết kiệm nhiều công nghệ 5 chổ gầm cao xe tình trạng zin nguyên bản giống xe mới đang sử dụng gia đình hằng ngày đi lướt khách cũ lên đời đổi VF8 xem xe tìm điểm chê giảm giá thêm Hỗ trợ vay ngân hàng
p8_s6_1774727716,Mazda Other,2.0 AT,2016,465.0,105000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Khác,True,5,2.0,FWD,6,car_p8_s6_1774727716,"Mazda Cx5 2.0 Sx 2016 Một Chủ Mua Mới - Odo 10Vạn Chuẩn - Xe Rin Ko Lỗi Máy Số Rin, Cửa Nẻo Keo Chỉ Rin Giá 465 Triệu Bao Hồ Sơ . ."
p36_s14_1776273290,Mazda Other,Deluxe 2.0 AT,2023,660.0,29000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Khác,True,5,2.0,FWD,6,car_p36_s14_1776273290,"Cần bán Cx5 sx 2023 deluxe Xe 1 chủ mua từ mới Full lịch sử hãng Chạy chuẩn 2,9 vạn km Xe zin k lỗi Lốp theo xe cả dàn sơ cua chưa hạ Bao check tets Lỗi tặng 50 triệu"
p77_s9_1776278408,Mazda Other,Premium 2.0 AT,2025,799.0,3656.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Đen,False,5,2.0,FWD,6,car_p77_s9_1776278408,"Chiếc Mazda CX-5 Premium 2.0 AT đời 2025 màu đen mạnh mẽ đang tìm chủ nhân mới. Xe được trang bị nhiều tính năng hiện đại, mang đến trải nghiệm lái tuyệt vời và đẳng cấp. Thiết kế ngoại thất màu đen bóng bẩy, lịch lãm, thu hút mọi ánh nhìn. Nội thất rộng rãi với 4 chỗ ngồi thoải mái, phù hợp cho gia đình nhỏ hoặc những người yêu thích sự riêng tư. Động cơ 2.0 AT mạnh mẽ, vận hành êm ái và tiết kiệm nhiên liệu. Xe đời 2025, đảm bảo công nghệ mới và độ bền cao. Phiên bản Premium với nhiều trang bị cao cấp như hệ thống âm thanh vòm, màn hình cảm ứng lớn, camera 360 độ và nhiều tính năng an toàn tiên tiến. Mazda CX-5 nổi tiếng với khả năng vận hành ổn định, đầm chắc trên mọi cung đường. Xe được bảo dưỡng định kỳ, đảm bảo tình trạng hoạt động . Đây là lựa chọn lý tưởng cho những ai tìm kiếm một chiếc SUV sang trọng, tiện nghi và an toàn. Với thiết kế hiện đại và trang bị tiên tiến, Mazda CX-5 Premium 2.0 AT 2025 sẽ là người bạn đồng hành đáng tin cậy trên mọi hành trình. Khám phá sự khác biệt và tận hưởng cảm giác lái tuyệt vời cùng Mazda CX-5."
p49_s9_1774768842,Mazda Other,Sport,2017,369.0,104000.0,Tự động,Xăng,Unknown,Khác,Đỏ,False,5,2.0,FWD,6,car_p49_s9_1774768842,Mazda 3 Sporty 2017 full lịch sử hãng Odo chuẩn 104.000km không 1 lỗi nhỏ 369tr bao sang tên toàn quốc Sơn zin đẹp long lanh như Hiếu Thứ Tư Nhận trao đổi giao lưu lên đời tất cả các dòng Alo em nhanh để lấy xe về
p20_s18_1776270942,Mazda 3,1.5L Deluxe,2022,485.0,70000.0,Tự động,Xăng,Sedan,Việt Nam,Khác,False,5,1.5,FWD,7,car_p20_s18_1776270942,"Mazda 3 2020 Deluxe xe gia đình, giữ kỹ ODO 70000km chuẩn Xe zin 100 chưa đâm đụng, không ngập nước Máy êm, đi cực tiết kiệm Nội thất còn rất mới Giá 170 triệu nhận xe có hỗ trợ vay Trả trước 170tr, góp 7.3tr/tháng Bao check hãng / test thoải mái Hoàn tiền nếu phát hiện lỗi lớn Giấy tờ rõ ràng, sang tên nhanh Xe hợp cho gia đình cần xe bền tiết kiệm ít lỗi Inbox / gọi trực tiếp xem xe"
p6_s10_1774727338,Mazda Other,Premium,2022,715.0,36000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Cam,True,5,2.0,FWD,6,car_p6_s10_1774727338,"Bán xe mazda cx5 sx 2022 bản premium cao cap nhat , xe 1 chủ từ mới odo 36000 km pull lịch sử hãng , xe đi dữ din cẩn thân còn như mới , cam kết nguyên bản , bao chech tet toàn quốc ."
p13_s14_1774728632,CX-8,Premium,2020,798.0,45000.0,Tự động,Xăng,SUV / Cross over,Khác,Khác,False,7,2.5,FWD,6,car_p13_s14_1774728632,"Mazda CX-8 2.5 Premium 2020 1 Cầu biển số 93A 22501. - Odo 45.000 km nguyên bản. - Xe gầm cao, rộng rãi, phù hợp gia đình. - Giá 798 triệu."
p71_s12_1776277327,Mazda 3,AT,2020,445.0,92000.0,Tự động,Xăng,Sedan,Khác,Đỏ,False,5,2.0,FWD,6,car_p71_s12_1776277327,"Mazda 3 màu đỏ, xe 5 chỗ, động cơ xăng, hộp số tự động. - Thiết kế thể thao, nội thất tiện nghi. - Vận hành êm ái, tiết kiệm nhiên liệu. - Xe sẵn sàng lăn bánh."
p9_s2_1776268772,Mazda 3,Sport 1.5 Luxury,2021,498.0,58000.0,Tự động,Xăng,Hatchback,Việt Nam,Cam,False,5,1.5,FWD,6,car_p9_s2_1776268772,"mazda 3 luxury 1.5L - sx 2020 moden 2021 - chạy lướt 5.8 ngàn klm -bảo dưỡng full - Cam kết văn bản, ko lõi nhỏ , Zin óc, Máy ,số keo chỉ zin.5 lốp còn mới tinh ,đăng kiểm dài - Bao check bên thứ 3 tuỳ chọn - Hổ trợ bao rút hs ,sang tên toàn quốc - Hỗ trợ vay banh 70"
